Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
A00821,90843,18543.0,Self-Employed,34,Single,,831,3,0.48,519333,,923139,120,Business,Rural,Graduate,Male,Self,No
A00822,88897,,Salaried,57,Married,2.0,431,2,0.32,71191,,1043049,180,Education,Semi-Urban,Undergraduate,Female,Private,No
A00823,160488,,Salaried,41,Single,4.0,499,1,0.59,605073,1010188.0,1376829,60,Home,Semi-Urban,Undergraduate,Male,Private,No
A00824,53890,,Salaried,52,Single,,383,4,0.37,636871,1165715.0,1020329,24,Personal,Urban,Postgraduate,Male,Govt,No
A00825,180955,,Self-Employed,51,Married,,664,4,0.39,158218,,1228343,24,Home,Semi-Urban,Undergraduate,Male,Self,No
A00826,66103,,Unemployed,48,Married,,554,3,0.19,317661,1144662.0,72888,180,Business,Urban,Postgraduate,Female,Govt,No
A00827,132095,,Unemployed,59,Single,2.0,868,1,0.37,334344,,981427,24,Education,Semi-Urban,Graduate,Male,Govt,Yes
A00828,100599,,Self-Employed,41,Married,2.0,677,1,0.49,581850,,836492,120,Home,Rural,Postgraduate,Female,Self,No
A00829,164036,5161.0,Unemployed,25,Married,0.0,435,3,0.41,151707,685730.0,192385,240,Personal,Semi-Urban,Postgraduate,Male,Private,No
A00830,105065,98415.0,Business,55,Married,1.0,804,3,0.52,555166,,180338,60,Education,Urban,Postgraduate,Male,Govt,Yes
A00831,29814,84509.0,Salaried,35,Married,4.0,353,5,0.56,49454,226898.0,1053892,36,Personal,Semi-Urban,Undergraduate,Female,Govt,No
A00832,148758,,Salaried,47,Married,4.0,324,5,0.45,76262,218317.0,1203498,60,Home,Semi-Urban,Undergraduate,Male,Self,No
A00833,111499,66735.0,Self-Employed,30,Single,1.0,706,1,0.26,12706,,1174555,240,Education,Rural,Postgraduate,Female,Govt,Yes
A00834,100736,,Salaried,39,Married,3.0,422,5,0.22,35217,,997178,240,Home,Rural,Graduate,Male,Self,No
A00835,93278,90406.0,Self-Employed,50,Married,4.0,610,2,0.44,684299,2676127.0,164017,12,Personal,Urban,Graduate,Male,Private,No
A00836,69094,,Business,46,Single,,635,3,0.39,795478,,1312093,240,Education,Urban,Undergraduate,Male,Govt,No
A00837,23178,81169.0,Self-Employed,21,Married,,311,2,0.16,471679,1649795.0,686373,24,Business,Rural,Postgraduate,Male,Private,No
A00838,124441,85672.0,Salaried,28,Married,,604,0,0.66,153728,,683445,180,Home,Semi-Urban,Graduate,Male,Govt,Yes
A00839,37569,95002.0,Business,56,Married,1.0,766,4,0.14,288185,,622804,12,Business,Rural,Postgraduate,Male,Govt,Yes
A00840,145396,,Self-Employed,21,Single,,722,1,0.68,51172,2804022.0,1259554,60,Education,Semi-Urban,Graduate,Female,Govt,No
A00841,76556,,Business,23,Married,2.0,301,5,0.58,461491,,1231141,36,Home,Rural,Postgraduate,Female,Private,No
A00842,157761,,Business,56,Single,2.0,680,5,0.34,157773,,1184070,60,Personal,Semi-Urban,Graduate,Female,Self,No
A00843,157152,,Self-Employed,59,Married,0.0,742,0,0.49,149327,,580999,36,Education,Rural,Postgraduate,Male,Self,Yes
A00844,51574,,Self-Employed,28,Married,,383,3,0.45,575421,226070.0,1101477,24,Personal,Semi-Urban,Graduate,Female,Self,No
A00845,112864,,Salaried,46,Married,,835,5,0.51,610048,,509426,180,Business,Urban,Undergraduate,Male,Self,Yes
A00846,15156,66127.0,Business,25,Married,1.0,807,1,0.6,258580,,692894,12,Home,Urban,Postgraduate,Male,Govt,No
A00847,63683,89192.0,Business,49,Single,2.0,368,2,0.11,447412,,299462,60,Personal,Urban,Postgraduate,Female,Self,No
A00848,169583,62710.0,Self-Employed,52,Married,3.0,803,0,0.52,373571,,720316,180,Personal,Rural,Postgraduate,Male,Private,Yes
A00849,25137,63890.0,Business,55,Single,1.0,786,2,0.37,91994,1079238.0,243040,120,Business,Urban,Postgraduate,Female,Self,Yes
A00850,199559,59139.0,Unemployed,21,Married,4.0,720,0,0.66,139620,2539021.0,1484082,24,Business,Semi-Urban,Undergraduate,Female,Self,Yes
A00851,186364,94939.0,Salaried,28,Married,2.0,559,4,0.28,519954,,1133674,120,Personal,Semi-Urban,Graduate,Male,Govt,No
A00852,67198,,Salaried,45,Single,,555,0,0.28,190211,1630076.0,1421267,120,Business,Urban,Undergraduate,Female,Self,No
A00853,45432,13308.0,Business,59,Single,0.0,442,1,0.32,29828,,1230215,180,Personal,Rural,Undergraduate,Male,Private,No
A00854,139166,,Business,48,Single,3.0,746,4,0.63,73341,,190380,60,Education,Urban,Graduate,Male,Govt,Yes
A00855,37643,74766.0,Unemployed,55,Married,4.0,501,3,0.14,589443,,832902,60,Home,Rural,Graduate,Male,Govt,No
A00856,53636,39366.0,Self-Employed,44,Married,2.0,700,0,0.41,539979,101025.0,175816,240,Education,Semi-Urban,Graduate,Female,Govt,Yes
A00857,64457,,Salaried,34,Married,0.0,789,3,0.19,185793,1676792.0,257716,60,Home,Rural,Graduate,Male,Self,Yes
A00858,123398,,Self-Employed,47,Married,1.0,530,2,0.62,793918,1861398.0,175143,180,Personal,Semi-Urban,Postgraduate,Male,Self,No
A00859,48377,,Salaried,59,Single,0.0,461,1,0.36,306599,2135128.0,1143158,120,Home,Rural,Graduate,Male,Private,No
A00860,87715,,Self-Employed,42,Single,3.0,775,5,0.65,566293,,686479,240,Education,Semi-Urban,Postgraduate,Male,Self,No
A00861,143365,44880.0,Self-Employed,38,Married,4.0,557,5,0.29,307982,2543236.0,618854,24,Personal,Semi-Urban,Graduate,Female,Self,No
A00862,192235,,Business,48,Single,1.0,570,4,0.58,696128,840008.0,1454430,180,Personal,Rural,Undergraduate,Female,Govt,No
A00863,136291,76251.0,Business,39,Single,2.0,420,5,0.21,264026,,1389231,24,Business,Semi-Urban,Undergraduate,Female,Self,No
A00864,135344,,Self-Employed,59,Married,0.0,449,2,0.59,269802,,201100,24,Personal,Semi-Urban,Postgraduate,Female,Self,No
A00865,163754,55114.0,Self-Employed,48,Single,0.0,572,0,0.39,518340,2546750.0,1367247,24,Education,Urban,Postgraduate,Male,Govt,No
A00866,33423,36353.0,Business,38,Married,0.0,861,4,0.22,105548,,317223,12,Personal,Rural,Undergraduate,Female,Private,Yes
A00867,127670,31546.0,Salaried,59,Married,4.0,525,4,0.6,793242,,1246670,120,Personal,Urban,Graduate,Female,Govt,No
A00868,157006,80779.0,Unemployed,57,Married,1.0,464,0,0.16,287831,2089510.0,1337928,60,Education,Urban,Graduate,Female,Govt,No
A00869,15830,,Salaried,59,Single,,745,4,0.16,472838,945013.0,860975,60,Business,Urban,Undergraduate,Female,Self,Yes
A00870,114657,,Business,52,Single,3.0,510,5,0.11,554386,,965722,120,Education,Semi-Urban,Graduate,Male,Self,No
A00871,198220,,Business,34,Single,1.0,472,3,0.26,334474,,507028,60,Business,Urban,Undergraduate,Male,Self,No
A00872,197866,,Business,57,Single,3.0,322,3,0.39,381984,1647907.0,773903,12,Business,Semi-Urban,Postgraduate,Male,Private,No
A00873,111100,,Self-Employed,35,Single,0.0,461,1,0.61,681340,2219167.0,1277871,240,Education,Urban,Undergraduate,Male,Govt,No
A00874,176336,91136.0,Self-Employed,54,Single,1.0,556,0,0.18,480110,,585078,24,Business,Semi-Urban,Graduate,Male,Govt,Yes
A00875,39188,81388.0,Salaried,32,Married,1.0,886,5,0.64,579555,,654489,120,Home,Urban,Graduate,Female,Govt,No
A00876,154972,,Unemployed,32,Married,2.0,866,2,0.57,564580,833524.0,370274,120,Home,Rural,Undergraduate,Male,Private,Yes
A00877,50376,21889.0,Self-Employed,29,Married,,780,1,0.38,643550,,557354,12,Education,Urban,Undergraduate,Male,Govt,Yes
A00878,113939,17813.0,Self-Employed,54,Single,4.0,594,3,0.63,715436,,1077513,120,Business,Semi-Urban,Undergraduate,Female,Govt,No
A00879,146898,65500.0,Self-Employed,25,Single,3.0,337,1,0.46,390353,1301757.0,1307868,36,Personal,Urban,Postgraduate,Female,Govt,No
A00880,19205,,Salaried,58,Married,3.0,450,3,0.25,685600,,343276,36,Business,Semi-Urban,Postgraduate,Female,Private,No
A00881,68658,60725.0,Self-Employed,36,Single,3.0,725,0,0.32,676112,,355214,180,Business,Urban,Undergraduate,Female,Private,Yes
A00882,149364,,Salaried,25,Married,0.0,341,3,0.65,352553,,789209,24,Personal,Urban,Graduate,Male,Self,No
A00883,151600,48662.0,Unemployed,42,Married,3.0,759,3,0.27,487650,,1335399,240,Business,Semi-Urban,Undergraduate,Male,Self,Yes
A00884,158652,95507.0,Salaried,42,Married,4.0,457,3,0.19,753967,,1435412,60,Personal,Semi-Urban,Graduate,Male,Govt,No
A00885,94406,1587.0,Self-Employed,57,Married,0.0,499,3,0.43,442873,,456143,12,Education,Urban,Postgraduate,Female,Govt,No
A00886,72434,61381.0,Self-Employed,26,Single,,805,0,0.61,486932,,1453869,180,Personal,Rural,Graduate,Female,Self,Yes
A00887,79303,29648.0,Self-Employed,38,Married,4.0,744,3,0.68,538552,,738188,36,Personal,Urban,Graduate,Male,Govt,No
A00888,80205,60862.0,Unemployed,55,Single,0.0,400,5,0.35,385625,,1110831,24,Education,Rural,Postgraduate,Male,Private,No
A00889,29916,,Salaried,47,Single,3.0,742,1,0.17,37081,,1042318,60,Education,Semi-Urban,Postgraduate,Male,Private,Yes
A00890,78762,80028.0,Salaried,59,Married,1.0,644,1,0.16,627273,1630613.0,736068,120,Business,Semi-Urban,Graduate,Male,Govt,Yes
A00891,15547,61762.0,Unemployed,39,Married,1.0,333,1,0.5,716710,,819166,36,Personal,Urban,Graduate,Male,Govt,No
A00892,176051,27.0,Business,52,Married,4.0,474,3,0.47,285316,,275524,36,Education,Urban,Postgraduate,Female,Govt,No
A00893,183680,91742.0,Business,35,Married,,808,4,0.61,302477,,1495004,60,Business,Semi-Urban,Undergraduate,Female,Private,No
A00894,186308,,Business,40,Married,0.0,728,1,0.38,347475,933099.0,1447238,12,Home,Rural,Graduate,Male,Govt,Yes
A00895,132681,16529.0,Self-Employed,42,Single,0.0,375,2,0.53,340492,2479635.0,1492265,180,Personal,Rural,Graduate,Female,Self,No
A00896,23869,47737.0,Self-Employed,43,Single,,700,1,0.33,56288,,188528,60,Personal,Semi-Urban,Graduate,Female,Self,Yes
A00897,125716,,Self-Employed,32,Married,0.0,880,5,0.16,177154,,65600,24,Education,Rural,Undergraduate,Female,Private,Yes
A00898,68020,94474.0,Salaried,21,Single,4.0,727,0,0.3,383250,,1374431,24,Education,Urban,Postgraduate,Female,Self,Yes
A00899,117417,69302.0,Self-Employed,23,Married,2.0,745,5,0.42,759038,,1004104,36,Home,Semi-Urban,Undergraduate,Male,Private,No
A00900,124378,60757.0,Business,35,Single,3.0,622,4,0.59,282558,1309476.0,992190,36,Home,Rural,Graduate,Male,Govt,No
A00901,132768,,Business,24,Single,4.0,302,3,0.11,291926,,209605,180,Home,Semi-Urban,Undergraduate,Male,Self,No
A00902,188352,,Salaried,45,Married,,418,1,0.43,765973,1428195.0,1225987,60,Home,Semi-Urban,Undergraduate,Male,Private,No
A00903,20423,13036.0,Salaried,39,Married,2.0,564,1,0.64,274581,1793050.0,1458889,12,Personal,Semi-Urban,Undergraduate,Male,Govt,No
A00904,55781,15917.0,Business,38,Single,4.0,545,0,0.17,123877,,425328,12,Business,Rural,Undergraduate,Female,Govt,No
A00905,108391,,Salaried,33,Married,2.0,480,3,0.7,267433,126451.0,1193586,24,Education,Semi-Urban,Undergraduate,Female,Govt,No
A00906,104176,,Business,46,Married,,406,4,0.56,180660,,495351,24,Business,Rural,Postgraduate,Female,Private,No
A00907,183434,48348.0,Unemployed,49,Single,,342,0,0.11,8902,,444433,36,Business,Rural,Graduate,Female,Private,Yes
A00908,37341,17574.0,Business,28,Single,0.0,833,4,0.43,147365,,1293371,120,Home,Rural,Postgraduate,Male,Private,No
A00909,155792,,Salaried,24,Single,2.0,339,0,0.59,702118,,679575,240,Business,Urban,Undergraduate,Female,Govt,No
A00910,145622,,Business,22,Married,2.0,716,0,0.62,348674,825007.0,648013,12,Home,Semi-Urban,Postgraduate,Female,Govt,Yes
A00911,62872,75551.0,Business,35,Single,4.0,896,0,0.59,294946,1356477.0,152925,180,Personal,Urban,Postgraduate,Male,Private,Yes
A00912,125145,,Self-Employed,24,Married,3.0,575,5,0.16,77087,445585.0,337082,240,Personal,Semi-Urban,Undergraduate,Male,Private,No
A00913,56630,77444.0,Salaried,31,Single,1.0,383,2,0.48,684986,2436622.0,438244,180,Education,Urban,Undergraduate,Male,Private,No
A00914,16385,,Unemployed,33,Single,1.0,890,5,0.36,579162,1047874.0,1083167,240,Personal,Semi-Urban,Graduate,Female,Self,Yes
A00915,122883,,Self-Employed,60,Married,0.0,575,1,0.49,746242,,311407,60,Education,Rural,Postgraduate,Male,Self,No
A00916,63328,83993.0,Salaried,23,Married,2.0,554,1,0.51,267139,245304.0,534139,12,Home,Rural,Graduate,Male,Self,No
A00917,18607,54179.0,Self-Employed,49,Single,3.0,649,1,0.62,159127,2767755.0,352794,180,Personal,Semi-Urban,Undergraduate,Male,Self,No
A00918,53250,,Salaried,36,Single,3.0,661,1,0.13,517662,,1077422,24,Home,Urban,Undergraduate,Female,Self,No
A00919,90778,,Self-Employed,30,Married,4.0,413,2,0.56,297896,,644429,60,Personal,Semi-Urban,Undergraduate,Male,Private,No
A00920,67671,,Salaried,38,Married,,788,3,0.64,508683,,386505,60,Business,Urban,Undergraduate,Male,Govt,No
A00921,85169,,Salaried,27,Married,4.0,834,2,0.55,695271,,620031,12,Education,Semi-Urban,Postgraduate,Male,Self,No
A00922,160741,80425.0,Salaried,21,Single,1.0,808,4,0.44,25520,,362677,24,Home,Rural,Postgraduate,Female,Private,Yes
A00923,197459,35643.0,Business,59,Married,1.0,711,5,0.33,596419,1546894.0,1235343,36,Home,Semi-Urban,Postgraduate,Female,Govt,Yes
A00924,154588,,Salaried,56,Married,3.0,533,3,0.44,728233,369892.0,84459,240,Home,Urban,Postgraduate,Female,Self,No
A00925,34032,,Business,34,Single,0.0,438,1,0.25,393892,456244.0,508165,36,Business,Urban,Graduate,Female,Govt,No
A00926,175372,15568.0,Business,55,Married,,556,4,0.51,257927,,1369332,240,Home,Semi-Urban,Graduate,Female,Private,No
A00927,41238,11627.0,Business,21,Married,0.0,889,2,0.55,735206,,945705,180,Home,Rural,Undergraduate,Male,Self,No
A00928,87157,25237.0,Self-Employed,23,Married,,460,1,0.18,210369,926907.0,426211,60,Education,Rural,Graduate,Male,Govt,No
A00929,68520,,Salaried,25,Married,,742,1,0.2,501741,1635808.0,383591,240,Business,Urban,Graduate,Male,Govt,Yes
A00930,34192,,Salaried,35,Married,3.0,411,3,0.63,284068,,398523,60,Education,Rural,Postgraduate,Female,Private,No
A00931,83217,79466.0,Business,46,Married,,320,1,0.66,398767,,669780,24,Home,Urban,Undergraduate,Male,Self,No
A00932,140651,51721.0,Business,32,Married,1.0,354,4,0.64,248060,580273.0,1180418,120,Home,Semi-Urban,Undergraduate,Male,Private,No
A00933,83456,43525.0,Salaried,48,Married,4.0,482,0,0.52,220273,635996.0,1078670,60,Home,Semi-Urban,Undergraduate,Male,Self,No
A00934,99369,60410.0,Business,22,Married,0.0,582,2,0.62,17089,164595.0,119428,36,Education,Rural,Undergraduate,Male,Govt,No
A00935,195343,,Self-Employed,55,Single,3.0,400,3,0.53,394587,290113.0,1408005,180,Home,Rural,Undergraduate,Female,Private,No
A00936,83368,20876.0,Business,59,Married,1.0,858,1,0.27,609383,,1451198,24,Personal,Rural,Undergraduate,Male,Private,Yes
A00937,114469,61456.0,Self-Employed,50,Married,3.0,819,3,0.1,51290,2563275.0,105053,36,Personal,Urban,Postgraduate,Female,Self,Yes
A00938,54310,,Self-Employed,36,Married,2.0,876,0,0.69,161524,1179984.0,916065,36,Education,Rural,Postgraduate,Male,Self,Yes
A00939,25322,,Salaried,34,Married,1.0,354,3,0.47,435108,,554134,12,Home,Semi-Urban,Graduate,Male,Private,No
A00940,81273,69281.0,Self-Employed,21,Single,1.0,869,4,0.43,660966,1134905.0,598631,120,Education,Semi-Urban,Undergraduate,Male,Self,Yes
A00941,184801,,Self-Employed,30,Married,4.0,574,1,0.47,73713,,1461382,120,Personal,Semi-Urban,Postgraduate,Male,Govt,No
A00942,78626,55023.0,Self-Employed,54,Married,3.0,677,5,0.68,229263,,953639,240,Home,Semi-Urban,Postgraduate,Female,Govt,No
A00943,107976,,Business,32,Married,2.0,597,0,0.3,245206,,895737,24,Home,Rural,Graduate,Female,Private,No
A00944,95669,,Self-Employed,57,Married,4.0,597,4,0.54,534757,144338.0,1162234,180,Education,Semi-Urban,Postgraduate,Male,Private,No
A00945,174932,91382.0,Salaried,39,Married,2.0,648,0,0.24,675125,,1490381,24,Personal,Rural,Postgraduate,Male,Private,Yes
A00946,73164,18535.0,Business,59,Married,1.0,392,0,0.43,556772,2006433.0,1003667,120,Home,Rural,Undergraduate,Male,Private,No
A00947,71828,,Business,23,Single,2.0,630,1,0.65,41445,372292.0,902800,60,Home,Semi-Urban,Undergraduate,Female,Self,No
A00948,152487,1098.0,Unemployed,22,Married,4.0,489,1,0.57,619560,,111652,120,Home,Urban,Undergraduate,Female,Private,No
A00949,138803,,Business,39,Married,3.0,570,5,0.63,130515,1792779.0,1300053,36,Personal,Urban,Graduate,Male,Private,No
A00950,173254,9294.0,Self-Employed,57,Single,2.0,838,5,0.24,119143,,651539,240,Home,Rural,Graduate,Female,Govt,Yes
A00951,59721,94759.0,Self-Employed,59,Single,3.0,520,4,0.37,160065,358287.0,1110849,12,Home,Semi-Urban,Graduate,Female,Govt,No
A00952,151231,,Business,22,Married,4.0,343,2,0.36,254192,,757771,180,Home,Urban,Undergraduate,Male,Private,No
A00953,19710,5525.0,Salaried,34,Single,1.0,356,4,0.59,414563,1718621.0,807747,180,Business,Urban,Postgraduate,Male,Govt,No
A00954,61008,,Salaried,24,Single,,648,2,0.36,538804,2358089.0,951342,240,Business,Semi-Urban,Undergraduate,Male,Self,No
A00955,70275,,Unemployed,23,Married,2.0,597,5,0.58,258860,1325094.0,292910,36,Education,Semi-Urban,Undergraduate,Male,Private,No
A00956,27090,27782.0,Business,28,Married,4.0,683,4,0.37,112452,,161988,240,Home,Rural,Postgraduate,Male,Private,Yes
A00957,89911,75246.0,Business,49,Single,4.0,316,5,0.55,616214,,585285,120,Business,Rural,Postgraduate,Female,Govt,No
A00958,151894,38738.0,Business,58,Married,2.0,848,2,0.19,672709,2435557.0,855513,12,Personal,Rural,Undergraduate,Male,Govt,Yes
A00959,64905,14202.0,Business,30,Married,4.0,528,2,0.34,428847,2415231.0,951512,60,Education,Semi-Urban,Undergraduate,Male,Private,No
A00960,124498,,Business,34,Single,,478,5,0.3,593942,1006764.0,699072,24,Education,Rural,Undergraduate,Male,Private,No
A00961,15805,,Salaried,57,Single,4.0,420,1,0.43,460237,1481682.0,1329277,240,Personal,Rural,Undergraduate,Male,Private,No
A00962,188255,34870.0,Salaried,57,Married,4.0,863,3,0.65,366462,1756766.0,843344,60,Business,Urban,Undergraduate,Male,Govt,Yes
A00963,153544,,Self-Employed,33,Single,,423,2,0.24,423036,2321081.0,610038,12,Home,Urban,Postgraduate,Male,Govt,No
A00964,16707,,Business,25,Married,4.0,700,3,0.15,127456,1673981.0,165659,36,Home,Urban,Graduate,Female,Self,No
A00965,29676,,Unemployed,59,Married,4.0,382,2,0.37,778566,1398019.0,203433,60,Business,Rural,Graduate,Male,Self,No
A00966,111563,,Salaried,52,Single,1.0,576,0,0.33,469199,,974109,180,Business,Semi-Urban,Undergraduate,Male,Self,No
A00967,50964,45160.0,Business,52,Married,2.0,868,0,0.69,502171,1662597.0,1361537,12,Business,Rural,Undergraduate,Female,Govt,Yes
A00968,66188,26009.0,Self-Employed,26,Married,3.0,764,1,0.22,334462,1551053.0,328220,120,Home,Semi-Urban,Graduate,Male,Govt,Yes
A00969,192742,13324.0,Business,45,Single,1.0,467,0,0.6,234502,1819575.0,286181,60,Business,Rural,Undergraduate,Female,Private,No
A00970,46788,24954.0,Salaried,55,Single,0.0,758,0,0.54,327015,1159807.0,672284,24,Business,Semi-Urban,Undergraduate,Male,Govt,Yes
A00971,128025,,Business,49,Married,1.0,354,1,0.34,720179,1099104.0,479686,60,Business,Rural,Undergraduate,Male,Govt,No
A00972,34707,1836.0,Self-Employed,58,Married,4.0,394,3,0.26,196251,479236.0,1174585,120,Personal,Rural,Postgraduate,Female,Govt,No
A00973,126678,30360.0,Salaried,32,Single,,417,4,0.12,719637,,1189826,12,Business,Rural,Undergraduate,Female,Private,No
A00974,193453,,Salaried,24,Married,2.0,789,5,0.41,525580,,894437,240,Home,Semi-Urban,Undergraduate,Male,Govt,Yes
A00975,187729,22405.0,Business,43,Single,0.0,529,5,0.7,711617,717805.0,737636,240,Personal,Rural,Postgraduate,Male,Self,No
A00976,84444,53075.0,Self-Employed,32,Married,4.0,374,4,0.44,603336,,202574,120,Personal,Urban,Postgraduate,Female,Self,No
A00977,19237,20753.0,Business,23,Single,4.0,338,2,0.69,730397,,1319126,36,Education,Semi-Urban,Undergraduate,Female,Self,No
A00978,174837,67135.0,Salaried,43,Single,0.0,386,2,0.68,661477,,997626,36,Education,Urban,Undergraduate,Female,Private,No
A00979,117366,62600.0,Unemployed,32,Married,,852,5,0.33,650485,,104982,180,Business,Semi-Urban,Undergraduate,Female,Private,Yes
A00980,157075,,Business,30,Married,,817,3,0.4,340666,2214751.0,321555,120,Personal,Rural,Undergraduate,Male,Private,Yes
A00981,183702,24410.0,Business,38,Single,,677,0,0.33,700803,,112700,60,Home,Urban,Undergraduate,Male,Govt,Yes
A00982,88294,71010.0,Self-Employed,38,Married,1.0,650,2,0.38,196423,,576816,36,Personal,Urban,Undergraduate,Male,Self,Yes
A00983,49890,,Self-Employed,33,Married,,700,1,0.34,605408,,1195426,180,Personal,Urban,Undergraduate,Female,Self,No
A00984,141694,,Unemployed,57,Single,4.0,698,1,0.62,428259,2520966.0,410410,120,Personal,Urban,Graduate,Male,Self,No
A00985,117555,,Self-Employed,52,Single,,326,5,0.11,280617,,1138285,36,Personal,Urban,Graduate,Male,Private,No
A00986,179659,81681.0,Salaried,25,Single,4.0,824,4,0.2,509592,,287391,24,Personal,Urban,Graduate,Female,Govt,Yes
A00987,118423,40315.0,Unemployed,50,Married,2.0,633,2,0.16,347640,1424750.0,275491,120,Education,Semi-Urban,Postgraduate,Male,Govt,Yes
A00988,126738,,Salaried,60,Married,2.0,346,0,0.27,161957,2973958.0,607327,24,Business,Semi-Urban,Undergraduate,Male,Self,Yes
A00989,170119,,Salaried,59,Married,4.0,874,0,0.26,799573,2054935.0,326057,120,Personal,Semi-Urban,Graduate,Male,Private,Yes
A00990,161120,,Salaried,58,Married,3.0,359,2,0.27,440696,,1112080,180,Personal,Rural,Postgraduate,Female,Self,No
A00991,180720,,Unemployed,60,Married,0.0,672,2,0.28,191410,2155671.0,654048,240,Business,Semi-Urban,Graduate,Male,Govt,Yes
A00992,25329,5619.0,Salaried,35,Married,2.0,614,2,0.68,683785,1023454.0,1279625,240,Personal,Urban,Graduate,Male,Private,No
A00993,104110,62983.0,Self-Employed,48,Single,3.0,834,1,0.27,779011,813988.0,1215064,120,Business,Urban,Postgraduate,Male,Private,Yes
A00994,132703,,Business,47,Married,2.0,599,5,0.32,788181,76698.0,363953,36,Education,Urban,Undergraduate,Male,Govt,No
A00995,157439,13875.0,Business,29,Married,0.0,494,0,0.48,641044,650677.0,469810,60,Home,Urban,Undergraduate,Male,Private,No
A00996,83784,64164.0,Self-Employed,56,Married,,508,5,0.56,366766,151608.0,1021371,60,Education,Urban,Postgraduate,Female,Private,No
A00997,99108,,Salaried,38,Single,1.0,875,5,0.62,147256,1639262.0,1064672,120,Home,Rural,Undergraduate,Female,Private,No
A00998,187406,72587.0,Salaried,24,Married,3.0,404,3,0.49,195476,1893549.0,1202120,180,Education,Urban,Postgraduate,Male,Self,No
A00999,186808,76356.0,Salaried,32,Married,,329,2,0.54,167730,2468637.0,411850,60,Personal,Rural,Undergraduate,Male,Self,No
A01000,94481,30968.0,Business,41,Married,2.0,542,1,0.57,386359,2996373.0,1420110,120,Personal,Semi-Urban,Postgraduate,Male,Private,No
